"","admin_name","ipum1991","upaz1991","parent","area91","A","admin_name.1","ipum2001","upaz2001","parent.1","area01","B","A_intersect_B","A_intersect_B_perimeter","A_union_B","metric_1","metric_2","metric_3","metric_4","metric_5","pair","ipum2011","upaz2011","area11"
"470.4...6098","sabujbagh",NA,NA,"030026",NA,3254665.84992828,"sutrapur","030026068","302668","030026",3254665.84992828,2569243.29319141,0,0,5823909.1431197,0,0,0,0,NA,"01_11","030026088","302688",2569243.29319141
"471.7","shyampur",NA,NA,"030026",NA,18555913.5648346,"sutrapur","030026076","302676","030026",18555913.5648346,2569243.29319141,7.80262053012848e-06,1320509.04757476,21125156.8580182,7.80262053012848e-06,3.69352075469533e-13,3.03693330670774e-12,4.20492394667932e-13,5.90879747810795e-12,"01_11","030026088","302688",2569243.29319141
"472.4...6100","sutrapur",NA,NA,"030026",NA,2569243.29319141,"sutrapur","030026088","302688","030026",2569243.29319141,2569243.29319141,2569243.29319124,70427853.3446606,2569243.29319159,2569243.29319124,0.999999999999864,0.999999999999932,0.999999999999932,0.0364804998473807,"01_11","030026088","302688",2569243.29319141
"473.2...6101","kotwali",NA,NA,"030026",NA,3921912.27057965,"sutrapur","030026040","302640","030026",3921912.27057965,2569243.29319141,1.89691781997681e-05,25859762.086462,6491155.5637521,1.89691781997681e-05,2.92231144569939e-12,7.38317708176452e-12,4.83671660431212e-12,7.33540321691465e-13,"01_11","030026088","302688",2569243.29319141
"97.7...6102","keraniganj",NA,NA,"030026",NA,178820692.600302,"kotwali-dhk","030026038","302638","030026",178820692.600302,1302800.4575265,0,0,180123493.057828,0,0,0,0,NA,"01_11","030026040","302640",1302800.4575265
"471.8","shyampur",NA,NA,"030026",NA,18555913.5648346,"kotwali-dhk","030026076","302676","030026",18555913.5648346,1302800.4575265,6.59842044115067e-06,2063620.1177332,19858714.0223545,6.59842044115067e-06,3.32268264386252e-13,5.06479745461439e-12,3.55596635977835e-13,3.19749763265476e-12,"01_11","030026040","302640",1302800.4575265
"472.5...6104","sutrapur",NA,NA,"030026",NA,2569243.29319141,"kotwali-dhk","030026088","302688","030026",2569243.29319141,1302800.4575265,0,0,3872043.75071791,0,0,0,0,NA,"01_11","030026040","302640",1302800.4575265
"473.3...6105","kotwali",NA,NA,"030026",NA,3921912.27057965,"kotwali-dhk","030026040","302640","030026",3921912.27057965,1302800.4575265,1302800.45751974,29595745.3664959,3921912.27058641,1302800.45751974,0.332185007627656,0.999999999994816,0.332185007628228,0.0440198562795648,"01_11","030026040","302640",1302800.4575265
"97.8...6106","keraniganj",NA,NA,"030026",NA,178820692.600302,"bangshal","030026038","302638","030026",178820692.600302,2619111.81303404,0,0,181439804.413336,0,0,0,0,NA,"01_11","030026005","302605",2619111.81303404
"472.6...6107","sutrapur",NA,NA,"030026",NA,2569243.29319141,"bangshal","030026088","302688","030026",2569243.29319141,2619111.81303404,0,0,5188355.10622546,0,0,0,0,NA,"01_11","030026005","302605",2619111.81303404
"473.4...6108","kotwali",NA,NA,"030026",NA,3921912.27057965,"bangshal","030026040","302640","030026",3921912.27057965,2619111.81303404,2619111.81301631,62314110.8278578,3921912.27059738,2619111.81301631,0.667814992357637,0.999999999993231,0.667814992360656,0.0420307981325705,"01_11","030026005","302605",2619111.81303404
"475...6109","ramna",NA,NA,"030026",NA,5547935.67245657,"bangshal","030026066","302666","030026",5547935.67245657,2619111.81303404,5.44823706150055e-07,87484.9790976811,8167047.48549007,5.44823706150055e-07,6.67099961299371e-14,2.08018498270571e-13,9.82029602208442e-14,6.22762572237382e-12,"01_11","030026005","302605",2619111.81303404
"477.1...6110","lalbagh",NA,NA,"030026",NA,2975308.63511547,"bangshal","030026042","302642","030026",2975308.63511547,2619111.81303404,1.50530418871479e-05,13177161.4168554,5594420.44813446,1.50530418871479e-05,2.6907240931753e-12,5.74738421331853e-12,5.05932114385967e-12,1.14235846484304e-12,"01_11","030026005","302605",2619111.81303404
"465.10...6111","demra",NA,NA,"030026",NA,35076798.5166806,"motijheel","030026012","302612","030026",35076798.5166806,1655096.74530623,2.16840434497101e-19,5.94498579379606e-18,36731895.2619868,2.16840434497101e-19,5.90332823695882e-27,1.31013751982807e-25,6.18187644445326e-27,0.0364745084375789,"01_11","030026054","302654",1655096.74530623
"469.5...6112","khilgaon",NA,NA,"030026",NA,12692875.9482804,"motijheel","030026036","302636","030026",12692875.9482804,1655096.74530623,2.03028321266174e-07,21267.9871615234,14347972.6935865,2.03028321266174e-07,1.41503141664695e-14,1.22668552060145e-13,1.59954546230068e-14,9.5461935219464e-12,"01_11","030026054","302654",1655096.74530623
"470.5...6113","sabujbagh",NA,NA,"030026",NA,3254665.84992828,"motijheel","030026068","302668","030026",3254665.84992828,1655096.74530623,0,0,4909762.59523451,0,0,0,0,NA,"01_11","030026054","302654",1655096.74530623
"472.7...6114","sutrapur",NA,NA,"030026",NA,2569243.29319141,"motijheel","030026088","302688","030026",2569243.29319141,1655096.74530623,0,0,4224340.03849764,0,0,0,0,NA,"01_11","030026054","302654",1655096.74530623
"474.2...6115","motijheel",NA,NA,"030026",NA,3070794.75948347,"motijheel","030026054","302654","030026",3070794.75948347,1655096.74530623,1655096.74529658,39506744.4457019,3070794.75949312,1655096.74529658,0.538979930254206,0.999999999994171,0.538979930255899,0.0418940302097366,"01_11","030026054","302654",1655096.74530623
"475.1...6116","ramna",NA,NA,"030026",NA,5547935.67245657,"motijheel","030026066","302666","030026",5547935.67245657,1655096.74530623,3.44287682468554e-07,215893.09962401,7203032.41776245,3.44287682468554e-07,4.77976028012246e-14,2.08016651259171e-13,6.20568987808951e-14,1.59471369426883e-12,"01_11","030026054","302654",1655096.74530623
"467.3...6117","gulshan",NA,NA,"030026",NA,10216381.7380355,"rampura","030026026","302626","030026",10216381.7380355,2849108.43190294,0,0,13065490.1699385,0,0,0,0,NA,"01_11","030026067","302667",2849108.43190294
"468.8","badda",NA,NA,"030026",NA,37053886.4180697,"rampura","030026004","302604","030026",37053886.4180697,2849108.43190294,3.11527401208878e-07,230916.944972658,39902994.8499723,3.11527401208878e-07,7.80711829726469e-15,1.09342065651326e-13,8.40741501968221e-15,1.34908852724414e-12,"01_11","030026067","302667",2849108.43190294
"469.6...6119","khilgaon",NA,NA,"030026",NA,12692875.9482804,"rampura","030026036","302636","030026",12692875.9482804,2849108.43190294,2849108.43187832,74653210.1924694,12692875.9483051,2849108.43187832,0.224465160100991,0.999999999991357,0.224465160101427,0.0381645802576045,"01_11","030026067","302667",2849108.43190294
"474.3...6120","motijheel",NA,NA,"030026",NA,3070794.75948347,"rampura","030026054","302654","030026",3070794.75948347,2849108.43190294,4.99188899993896e-06,676854.92397893,5919903.19138142,4.99188899993896e-06,8.43238282545985e-13,1.75208810729778e-12,1.62560164091808e-12,7.3751240082496e-12,"01_11","030026067","302667",2849108.43190294
"475.2...6121","ramna",NA,NA,"030026",NA,5547935.67245657,"rampura","030026066","302666","030026",5547935.67245657,2849108.43190294,1.65537282828289e-05,19943760.4952637,8397044.10434296,1.65537282828289e-05,1.9713756504229e-12,5.8101433056981e-12,2.98376355822076e-12,8.3002041098318e-13,"01_11","030026067","302667",2849108.43190294
"480.3...6122","tejgaon",NA,NA,"030026",NA,13985744.8268159,"rampura","030026090","302690","030026",13985744.8268159,2849108.43190294,3.32295894622803e-06,3422770.52854713,16834853.2587155,3.32295894622803e-06,1.97385679290534e-13,1.16631536694748e-12,2.37596137165085e-13,9.7083895005913e-13,"01_11","030026067","302667",2849108.43190294
"472.8...6123","sutrapur",NA,NA,"030026",NA,2569243.29319141,"paltan","030026088","302688","030026",2569243.29319141,1415698.01417026,0,0,3984941.30736167,0,0,0,0,NA,"01_11","030026065","302665",1415698.01417026
"474.4...6124","motijheel",NA,NA,"030026",NA,3070794.75948347,"paltan","030026054","302654","030026",3070794.75948347,1415698.01417026,1415698.01415596,33322608.951273,3070794.75949777,1415698.01415596,0.461020069731882,0.999999999989899,0.461020069734029,0.0424846090600561,"01_11","030026065","302665",1415698.01417026
"475.3...6125","ramna",NA,NA,"030026",NA,5547935.67245657,"paltan","030026066","302666","030026",5547935.67245657,1415698.01417026,1.12699344754219e-05,11822711.958583,6963633.68661556,1.12699344754219e-05,1.61839852332889e-12,7.96069102493388e-12,2.03137439595288e-12,9.53244442975728e-13,"01_11","030026065","302665",1415698.01417026
"474.5...6126","motijheel",NA,NA,"030026",NA,3070794.75948347,"ramna","030026054","302654","030026",3070794.75948347,3597445.66465335,1.91479921340942e-06,2046232.72979082,6668240.4241349,1.91479921340942e-06,2.87152095848109e-13,6.23551674202904e-13,5.32266333366271e-13,9.35768050980774e-13,"01_11","030026066","302666",3597445.66465335
"475.4...6127","ramna",NA,NA,"030026",NA,5547935.67245657,"ramna","030026066","302666","030026",5547935.67245657,3597445.66465335,3597445.66463304,79937554.4448678,5547935.67247688,3597445.66463304,0.648429592015611,0.999999999994354,0.648429592017985,0.0450031989296615,"01_11","030026066","302666",3597445.66465335
"480.4...6128","tejgaon",NA,NA,"030026",NA,13985744.8268159,"ramna","030026090","302690","030026",13985744.8268159,3597445.66465335,1.81123614311218e-05,31473158.4279021,17583190.4914512,1.81123614311218e-05,1.03009527422955e-12,5.03478387709496e-12,1.29505876557919e-12,5.75485980303284e-13,"01_11","030026066","302666",3597445.66465335
"472.9...6129","sutrapur",NA,NA,"030026",NA,2569243.29319141,"shahbag","030026088","302688","030026",2569243.29319141,1950490.00782503,0,0,4519733.30101645,0,0,0,0,NA,"01_11","030026075","302675",1950490.00782503
"473.5...6130","kotwali",NA,NA,"030026",NA,3921912.27057965,"shahbag","030026040","302640","030026",3921912.27057965,1950490.00782503,2.0194798707962e-05,8660449.86359327,5872402.27838449,2.0194798707962e-05,3.438933123212e-12,1.03537052878733e-11,5.14922244932757e-12,2.33184176642564e-12,"01_11","030026075","302675",1950490.00782503
"474.6...6131","motijheel",NA,NA,"030026",NA,3070794.75948347,"shahbag","030026054","302654","030026",3070794.75948347,1950490.00782503,1.18206662591547e-06,307268.347202164,5021284.76730732,1.18206662591547e-06,2.35411190699976e-13,6.06035724957943e-13,3.84938336326424e-13,3.84701722998412e-12,"01_11","030026075","302675",1950490.00782503
"475.5...6132","ramna",NA,NA,"030026",NA,5547935.67245657,"shahbag","030026066","302666","030026",5547935.67245657,1950490.00782503,1950490.0077889,50233635.3838435,5547935.6724927,1950490.0077889,0.351570407973483,0.999999999981475,0.351570407975773,0.0388283665493226,"01_11","030026075","302675",1950490.00782503
"477.2...6133","lalbagh",NA,NA,"030026",NA,2975308.63511547,"shahbag","030026042","302642","030026",2975308.63511547,1950490.00782503,4.17649807913354e-06,925330.761542027,4925798.64293632,4.17649807913354e-06,8.47882421081647e-13,2.14125581898812e-12,1.40371927464643e-12,4.51351911415284e-12,"01_11","030026075","302675",1950490.00782503
"478.1...6134","dhanmondi",NA,NA,"030026",NA,5136109.84091406,"shahbag","030026016","302616","030026",5136109.84091406,1950490.00782503,8.82893800735474e-06,5419457.22793302,7086599.84873026,8.82893800735474e-06,1.2458637704705e-12,4.52652306442717e-12,1.7189932226573e-12,1.62911849582437e-12,"01_11","030026075","302675",1950490.00782503
"480.5...6135","tejgaon",NA,NA,"030026",NA,13985744.8268159,"shahbag","030026090","302690","030026",13985744.8268159,1950490.00782503,1.1916272342205e-06,147533.172772076,15936234.8346398,1.1916272342205e-06,7.477470347201e-14,6.10937369296895e-13,8.52029869682527e-14,8.07701218533035e-12,"01_11","030026075","302675",1950490.00782503
"97.9...6136","keraniganj",NA,NA,"030026",NA,178820692.600302,"chak bazar","030026038","302638","030026",178820692.600302,1463040.51691203,0,0,180283733.117214,0,0,0,0,NA,"01_11","030026009","302609",1463040.51691203
"473.6...6137","kotwali",NA,NA,"030026",NA,3921912.27057965,"chak bazar","030026040","302640","030026",3921912.27057965,1463040.51691203,1.41542864887573e-06,2226568.61807458,5384952.78749027,1.41542864887573e-06,2.62848850256198e-13,9.67456903970921e-13,3.60902679923161e-13,6.35699541162002e-13,"01_11","030026009","302609",1463040.51691203
"475.6...6138","ramna",NA,NA,"030026",NA,5547935.67245657,"chak bazar","030026066","302666","030026",5547935.67245657,1463040.51691203,2.69152224063873e-07,19973.113915507,7010976.18936833,2.69152224063873e-07,3.83901209751681e-14,1.8396771719758e-13,4.85139410321777e-14,1.34757266794991e-11,"01_11","030026009","302609",1463040.51691203
"476.2...6139","kamrangir char",NA,NA,"030026",NA,7183998.7280057,"chak bazar","030026034","302634","030026",7183998.7280057,1463040.51691203,0,0,8647039.24491773,0,0,0,0,NA,"01_11","030026009","302609",1463040.51691203
"477.3...6140","lalbagh",NA,NA,"030026",NA,2975308.63511547,"chak bazar","030026042","302642","030026",2975308.63511547,1463040.51691203,1463040.51690605,39246262.7180376,2975308.63512144,1463040.51690605,0.491727311794105,0.999999999995917,0.491727311795092,0.0372784671859631,"01_11","030026009","302609",1463040.51691203
"97.10...6141","keraniganj",NA,NA,"030026",NA,178820692.600302,"kamrangir char","030026038","302638","030026",178820692.600302,7183998.7280057,0,0,186004691.328308,0,0,0,0,NA,"01_11","030026034","302634",7183998.7280057
"99.8...6142","savar",NA,NA,"030026",NA,334873346.600517,"kamrangir char","030026072","302672","030026",334873346.600517,7183998.7280057,1.03041529655457e-05,2750370.99281457,342057345.328513,1.03041529655457e-05,3.01240511460133e-14,1.43431998747112e-12,3.07702988910546e-14,3.74645929311558e-12,"01_11","030026034","302634",7183998.7280057
"476.3...6143","kamrangir char",NA,NA,"030026",NA,7183998.7280057,"kamrangir char","030026034","302634","030026",7183998.7280057,7183998.7280057,7183998.72800553,258508304.902659,7183998.72800587,7183998.72800553,0.999999999999952,0.999999999999976,0.999999999999976,0.0277902047700581,"01_11","030026034","302634",7183998.7280057
"477.4...6144","lalbagh",NA,NA,"030026",NA,2975308.63511547,"kamrangir char","030026042","302642","030026",2975308.63511547,7183998.7280057,1.58324837684631e-08,6777.49595215787,10159307.3631212,1.58324837684631e-08,1.5584215736927e-15,5.32129123735384e-15,2.20385392145779e-15,2.3360373625044e-12,"01_11","030026034","302634",7183998.7280057
"479.2...6145","hazaribagh",NA,NA,"030026",NA,5278307.5236216,"kamrangir char","030026028","302628","030026",5278307.5236216,7183998.7280057,0,0,12462306.2516273,0,0,0,0,NA,"01_11","030026034","302634",7183998.7280057
"475.7","ramna",NA,NA,"030026",NA,5547935.67245657,"lalbagh","030026066","302666","030026",5547935.67245657,1512268.11819877,0,0,7060203.79065534,0,0,0,0,NA,"01_11","030026042","302642",1512268.11819877
"476.4...6147","kamrangir char",NA,NA,"030026",NA,7183998.7280057,"lalbagh","030026034","302634","030026",7183998.7280057,1512268.11819877,0,0,8696266.84620447,0,0,0,0,NA,"01_11","030026042","302642",1512268.11819877
"477.5...6148","lalbagh",NA,NA,"030026",NA,2975308.63511547,"lalbagh","030026042","302642","030026",2975308.63511547,1512268.11819877,1512268.11818447,36176656.9937117,2975308.63512978,1512268.11818447,0.508272688194079,0.999999999990538,0.508272688196523,0.0418023179545676,"01_11","030026042","302642",1512268.11819877
"478.2...6149","dhanmondi",NA,NA,"030026",NA,5136109.84091406,"lalbagh","030026016","302616","030026",5136109.84091406,1512268.11819877,2.07498669624329e-06,457328.865197374,6648377.95911076,2.07498669624329e-06,3.12104201807567e-13,1.37210238797784e-12,4.03999673004268e-13,4.53718725002797e-12,"01_11","030026042","302642",1512268.11819877
"479.3...6150","hazaribagh",NA,NA,"030026",NA,5278307.5236216,"lalbagh","030026028","302628","030026",5278307.5236216,1512268.11819877,0,0,6790575.64182038,0,0,0,0,NA,"01_11","030026042","302642",1512268.11819877
"475.8","ramna",NA,NA,"030026",NA,5547935.67245657,"new market","030026066","302666","030026",5547935.67245657,1274370.67279168,8.10250639915466e-07,167944.274219214,6822306.34524743,8.10250639915466e-07,1.18764915984739e-13,6.35804524707482e-13,1.46045428020743e-13,4.82452077441986e-12,"01_11","030026063","302663",1274370.67279168
"477.6","lalbagh",NA,NA,"030026",NA,2975308.63511547,"new market","030026042","302642","030026",2975308.63511547,1274370.67279168,4.92110848426819e-06,3601861.75551955,4249679.30790222,4.92110848426819e-06,1.157995257458e-12,3.86159897534981e-12,1.65398252342222e-12,1.36626800757331e-12,"01_11","030026063","302663",1274370.67279168
"478.3...6153","dhanmondi",NA,NA,"030026",NA,5136109.84091406,"new market","030026016","302616","030026",5136109.84091406,1274370.67279168,1274370.67278074,31627673.1478955,5136109.840925,1274370.67278074,0.248119824585222,0.999999999991419,0.24811982458575,0.040292900044262,"01_11","030026063","302663",1274370.67279168
"479.4...6154","hazaribagh",NA,NA,"030026",NA,5278307.5236216,"new market","030026028","302628","030026",5278307.5236216,1274370.67279168,0,0,6552678.19641328,0,0,0,0,NA,"01_11","030026063","302663",1274370.67279168
"467.4...6155","gulshan",NA,NA,"030026",NA,10216381.7380355,"tejgaon","030026026","302626","030026",10216381.7380355,5982157.05429482,0,0,16198538.7923304,0,0,0,0,NA,"01_11","030026090","302690",5982157.05429482
"475.9","ramna",NA,NA,"030026",NA,5547935.67245657,"tejgaon","030026066","302666","030026",5547935.67245657,5982157.05429482,4.25007306346491e-06,1516412.77002313,11530092.7267471,4.25007306346491e-06,3.68607015068121e-13,7.66063868506072e-13,7.10458288689298e-13,2.80271516270606e-12,"01_11","030026090","302690",5982157.05429482
"480.6...6157","tejgaon",NA,NA,"030026",NA,13985744.8268159,"tejgaon","030026090","302690","030026",13985744.8268159,5982157.05429482,5982157.05428917,107692824.584712,13985744.8268216,5982157.05428917,0.427732461042526,0.999999999999055,0.427732461042699,0.0555483346022146,"01_11","030026090","302690",5982157.05429482
"481.4...6158","cantonment",NA,NA,"030026",NA,12405690.1936213,"tejgaon","030026008","302608","030026",12405690.1936213,5982157.05429482,0,0,18387847.2479161,0,0,0,0,NA,"01_11","030026090","302690",5982157.05429482
"482...6159","kafrul",NA,NA,"030026",NA,7523497.37141167,"tejgaon","030026030","302630","030026",7523497.37141167,5982157.05429482,0,0,13505654.4257065,0,0,0,0,NA,"01_11","030026090","302690",5982157.05429482
"464.2...6160","mohammadpur",NA,NA,"030026",NA,12139254.9910118,"dhanmondi","030026050","302650","030026",12139254.9910118,3014284.78005882,1.76765024662018e-06,660931.7176345,15153539.7710688,1.76765024662018e-06,1.16649329023109e-13,5.86424434185574e-13,1.45614392969667e-13,2.67448240031008e-12,"01_11","030026016","302616",3014284.78005882
"478.4...6161","dhanmondi",NA,NA,"030026",NA,5136109.84091406,"dhanmondi","030026016","302616","030026",5136109.84091406,3014284.78005882,3014284.78003574,74293941.8494286,5136109.84093713,3014284.78003574,0.586880902742873,0.999999999992345,0.58688090274551,0.0405724168754538,"01_11","030026016","302616",3014284.78005882
"479.5","hazaribagh",NA,NA,"030026",NA,5278307.5236216,"dhanmondi","030026028","302628","030026",5278307.5236216,3014284.78005882,0,0,8292592.30368042,0,0,0,0,NA,"01_11","030026016","302616",3014284.78005882
"99.9...6163","savar",NA,NA,"030026",NA,334873346.600517,"hazaribagh","030026072","302672","030026",334873346.600517,5278307.5236216,3.55998054146767e-06,360736.227775141,340151654.124135,3.55998054146767e-06,1.04658627947418e-14,6.74454931914437e-13,1.06308267815488e-14,9.86865268127914e-12,"01_11","030026028","302628",5278307.5236216
"464.3...6164","mohammadpur",NA,NA,"030026",NA,12139254.9910118,"hazaribagh","030026050","302650","030026",12139254.9910118,5278307.5236216,4.4045789786407e-06,5953612.60987619,17417562.514629,4.4045789786407e-06,2.52881479537754e-13,8.34468048504038e-13,3.62837668530892e-13,7.39816186786177e-13,"01_11","030026028","302628",5278307.5236216
"476.5","kamrangir char",NA,NA,"030026",NA,7183998.7280057,"hazaribagh","030026034","302634","030026",7183998.7280057,5278307.5236216,0,0,12462306.2516273,0,0,0,0,NA,"01_11","030026028","302628",5278307.5236216
"477.7","lalbagh",NA,NA,"030026",NA,2975308.63511547,"hazaribagh","030026042","302642","030026",2975308.63511547,5278307.5236216,3.48788288157681e-07,33623.3565488996,8253616.15873672,3.48788288157681e-07,4.22588452685042e-14,1.17227599194645e-13,6.60795693689266e-14,1.03733929017594e-11,"01_11","030026028","302628",5278307.5236216
"478.5...6167","dhanmondi",NA,NA,"030026",NA,5136109.84091406,"hazaribagh","030026016","302616","030026",5136109.84091406,5278307.5236216,2.6804205400092e-06,1146612.34436271,10414417.364533,2.6804205400092e-06,2.57375947802664e-13,5.21877573305981e-13,5.07818183766997e-13,2.3376867981471e-12,"01_11","030026028","302628",5278307.5236216
"479.6","hazaribagh",NA,NA,"030026",NA,5278307.5236216,"hazaribagh","030026028","302628","030026",5278307.5236216,5278307.5236216,5278307.52362182,244984062.731779,5278307.52362138,5278307.52362182,1.00000000000008,1.00000000000004,1.00000000000004,0.0215455138785938,"01_11","030026028","302628",5278307.5236216
"475.10","ramna",NA,NA,"030026",NA,5547935.67245657,"tejgaon industrial area","030026066","302666","030026",5547935.67245657,2223435.44309867,7.58096575737e-07,30334.5044525965,7771371.11555448,7.58096575737e-07,9.75499129387427e-14,3.40957313642749e-13,1.36644802768833e-13,2.49912299349301e-11,"01_11","030026092","302692",2223435.44309867
"478.6...6170","dhanmondi",NA,NA,"030026",NA,5136109.84091406,"tejgaon industrial area","030026016","302616","030026",5136109.84091406,2223435.44309867,4.7832727432251e-06,1409021.1751675,7359545.28400795,4.7832727432251e-06,6.4994134265591e-13,2.151298234483e-12,9.31302657338386e-13,3.39474865780954e-12,"01_11","030026092","302692",2223435.44309867
"480.7","tejgaon",NA,NA,"030026",NA,13985744.8268159,"tejgaon industrial area","030026090","302690","030026",13985744.8268159,2223435.44309867,2223435.44309094,85889341.338135,13985744.8268237,2223435.44309094,0.15897869370722,0.999999999996521,0.158978693707308,0.0258872103156265,"01_11","030026092","302692",2223435.44309867
"482.1...6172","kafrul",NA,NA,"030026",NA,7523497.37141167,"tejgaon industrial area","030026030","302630","030026",7523497.37141167,2223435.44309867,0,0,9746932.81451035,0,0,0,0,NA,"01_11","030026092","302692",2223435.44309867
"466.8...6173","uttara, bimanbandar thana",NA,NA,"030026",NA,75673506.8687247,"cantonment","030026095","302695","030026",75673506.8687247,12405690.1936213,1.95950269699097e-05,35020726.0169581,88079197.0623264,1.95950269699097e-05,2.22470544957896e-13,1.5795192902677e-12,2.5894170603065e-13,5.59526577502168e-13,"01_11","030026008","302608",12405690.1936213
"467.5","gulshan",NA,NA,"030026",NA,10216381.7380355,"cantonment","030026026","302626","030026",10216381.7380355,12405690.1936213,0,0,22622071.9316568,0,0,0,0,NA,"01_11","030026008","302608",12405690.1936213
"468.9","badda",NA,NA,"030026",NA,37053886.4180697,"cantonment","030026004","302604","030026",37053886.4180697,12405690.1936213,1.26901535557654e-06,953537.654877376,49459576.6116897,1.26901535557654e-06,2.56576267431414e-14,1.02293007141919e-13,3.42478341207873e-14,1.33084975625817e-12,"01_11","030026008","302608",12405690.1936213
"480.8","tejgaon",NA,NA,"030026",NA,13985744.8268159,"cantonment","030026090","302690","030026",13985744.8268159,12405690.1936213,5.52206786999434e-07,302341.879025564,26391435.0204367,5.52206786999434e-07,2.09237120517252e-14,4.45123792695843e-14,3.94835451266525e-14,1.82643168316336e-12,"01_11","030026008","302608",12405690.1936213
"481.5...6177","cantonment",NA,NA,"030026",NA,12405690.1936213,"cantonment","030026008","302608","030026",12405690.1936213,12405690.1936213,12405690.1936212,416799184.824698,12405690.1936214,12405690.1936212,0.99999999999998,0.99999999999999,0.99999999999999,0.0297641901551197,"01_11","030026008","302608",12405690.1936213
"482.2...6178","kafrul",NA,NA,"030026",NA,7523497.37141167,"cantonment","030026030","302630","030026",7523497.37141167,12405690.1936213,0,0,19929187.565033,0,0,0,0,NA,"01_11","030026008","302608",12405690.1936213
"483.2...6179","pallabi",NA,NA,"030026",NA,13206384.9964983,"cantonment","030026064","302664","030026",13206384.9964983,12405690.1936213,8.34465026855469e-06,3245463.05578333,25612075.1901113,8.34465026855469e-06,3.25809221104291e-13,6.72646998136815e-13,6.31864834378771e-13,2.57117401280681e-12,"01_11","030026008","302608",12405690.1936213
"480.9","tejgaon",NA,NA,"030026",NA,13985744.8268159,"kafrul","030026090","302690","030026",13985744.8268159,7523497.37141167,2.36928848618902e-05,39666991.934966,21509242.1982039,2.36928848618902e-05,1.10152113419731e-12,3.14918497239331e-12,1.694073869878e-12,5.97294720525688e-13,"01_11","030026030","302630",7523497.37141167
"481.6...6181","cantonment",NA,NA,"030026",NA,12405690.1936213,"kafrul","030026008","302608","030026",12405690.1936213,7523497.37141167,0,0,19929187.565033,0,0,0,0,NA,"01_11","030026030","302630",7523497.37141167
"482.3...6182","kafrul",NA,NA,"030026",NA,7523497.37141167,"kafrul","030026030","302630","030026",7523497.37141167,7523497.37141167,7523497.3714117,203117807.866196,7523497.37141164,7523497.3714117,1.00000000000001,1,1,0.0370400677835584,"01_11","030026030","302630",7523497.37141167
"483.3...6183","pallabi",NA,NA,"030026",NA,13206384.9964983,"kafrul","030026064","302664","030026",13206384.9964983,7523497.37141167,3.08360904455185e-06,1653804.28347275,20729882.3679069,3.08360904455185e-06,1.48751883383852e-13,4.09863776422541e-13,2.3349380207903e-13,1.8645549992631e-12,"01_11","030026030","302630",7523497.37141167
"484.1...6184","mirpur",NA,NA,"030026",NA,11219181.4565187,"kafrul","030026048","302648","030026",11219181.4565187,7523497.37141167,2.64643817992329e-05,35615816.825109,18742678.8279039,2.64643817992329e-05,1.41198502317785e-12,3.51756377290622e-12,2.35885139230512e-12,7.43051378806945e-13,"01_11","030026030","302630",7523497.37141167
"464.4...6185","mohammadpur",NA,NA,"030026",NA,12139254.9910118,"sher-e-bangla nagar","030026050","302650","030026",12139254.9910118,5780152.32936556,1.65104351366543e-05,24409361.1887051,17919407.3203608,1.65104351366543e-05,9.21371719582176e-13,2.85640138803513e-12,1.36008636023208e-12,6.76397674196165e-13,"01_11","030026080","302680",5780152.32936556
"478.7...6186","dhanmondi",NA,NA,"030026",NA,5136109.84091406,"sher-e-bangla nagar","030026016","302616","030026",5136109.84091406,5780152.32936556,1.26659870147705e-06,325480.773501974,10916262.1702784,1.26659870147705e-06,1.16028607752351e-13,2.46606622659697e-13,2.19128948391586e-13,3.89147011004437e-12,"01_11","030026080","302680",5780152.32936556
"480.10","tejgaon",NA,NA,"030026",NA,13985744.8268159,"sher-e-bangla nagar","030026090","302690","030026",13985744.8268159,5780152.32936556,5780152.32933926,138825404.383619,13985744.8268422,5780152.32933926,0.413288845242312,0.99999999999545,0.413288845243089,0.0416361281640273,"01_11","030026080","302680",5780152.32936556
"482.4...6188","kafrul",NA,NA,"030026",NA,7523497.37141167,"sher-e-bangla nagar","030026030","302630","030026",7523497.37141167,5780152.32936556,0,0,13303649.7007772,0,0,0,0,NA,"01_11","030026080","302680",5780152.32936556
"484.2...6189","mirpur",NA,NA,"030026",NA,11219181.4565187,"sher-e-bangla nagar","030026048","302648","030026",11219181.4565187,5780152.32936556,7.62287527322769e-06,5818689.36212706,16999333.7858766,7.62287527322769e-06,4.48422001076356e-13,1.31880179601848e-12,6.79450216824738e-13,1.31006740501457e-12,"01_11","030026080","302680",5780152.32936556
"466.9...6190","uttara, bimanbandar thana",NA,NA,"030026",NA,75673506.8687247,"pallabi","030026095","302695","030026",75673506.8687247,6165505.67982897,1.76146527820079e-05,24152821.845042,81839012.548536,1.76146527820079e-05,2.15235402205779e-13,2.85696805691639e-12,2.3277172567891e-13,7.29299992150764e-13,"01_11","030026064","302664",6165505.67982897
"481.7...6191","cantonment",NA,NA,"030026",NA,12405690.1936213,"pallabi","030026008","302608","030026",12405690.1936213,6165505.67982897,0,0,18571195.8734503,0,0,0,0,NA,"01_11","030026064","302664",6165505.67982897
