"name","bgmea_num","capacity","product_type","machine","fac_type","upazila","Latitude","Longitude","fac_ad","date_est","machine_pred","predicted_date","exist06"
"shapla garments ltd",11,48000,"shirts, trousers, shorts, play suits",178,"0","Gulshan",23.7793652,90.404516,"103, Mohakhali C/A,Mohakhali,Dhaka",1985,0,0,1
"sharaka industries ltd",392,75000,"shirts, blouses, pants",200,"0","Kafrul",23.8020033,90.372988,"16, Senpara Parabata,Anower Mansion,Mirpur,Dhaka",1985,0,0,1
"sharoj apparels ltd",2641,60000,"ladies shirts, children wears, shorts",197,"0","Pallabi",23.8223486,90.3654204,"Plot # M-4/2, Section # 14,Mirpur,Dhaka",1998,0,0,1
"sharoj garments ltd",3000,50000,"jackets, infants wears, shorts",156,"0","Pallabi",23.8223486,90.3654204,"Sharoj Tower, Plot # M-4/2,Section # 14,Mirpur,Dhaka",1999,0,0,1
"snarp fashions ltd",1327,48000,"shirts, wind breakers, kadies dresses",90,"0","Sher-e-bangla Nagar",23.7807183,90.3693678,"142, West Kafrul,Agargaon,Dhaka",1992,0,0,1
"sharpe knitting and dyeing ltd",2797,NA,"woven, knit",246,"0","Gazipur Sadar",23.9028244,90.4040473,"123, Pagar,Tongi,Gazipur",1998,0,0,1
"shasha garments ltd",1105,140000,"shirts",215,"0","Savar",23.9563608,90.2831353,"Hashem Plaza (4th Floor),Ganak Bari,Savar,Dhaka",1992,0,0,1
"shathi fashions apparels",1723,310000,"t-shirts, polo shirts, tank tops",163,"1","Gazipur Sadar",23.9937669,90.2551098,"Plot # 90, Domna,Zirani Bazar,Gazipur",1994,0,0,1
"shatil garments pvt ltd",1635,42000,"shirts, blouses, jackets",126,"0","Khilgaon",23.7456528,90.4353762,"109, South Goran,Goran,Khilgaon,Dhaka",1993,0,0,1
"shatusa and coltd gmtdiv",1285,120000,"windbreakers, overalls, jogging suits",171,"0","Tejgaon Ind. Area",23.7709072,90.4041604,"225, Tejgoan I/A,Tejgaon,Dhaka",1992,0,0,1
"shawn apparels ltd",868,134000,"shirts, pants, jackets",92,"0.5","kafrul",NA,NA,NA,1989,0,1,1
"shawn associateltd",1514,20000,"jackets, trousers, sports wears",150,"0","Uttara",23.8736187,90.4001127,"103, Dhaka Mymenshing Road,Section # 7,Uttara,Dhaka",1993,0,0,1
"shawon texule inds pvilta unit2",2028,720000,"knit items",101,"1",NA,23.62378,90.50004,"10, new boatkhal, narayanganj b.b. road",1995,0,0,1
"she and he apparels ltd",1878,30000,"shirts, jackets, trousers",160,"0",NA,23.87585,90.37954,"22, sekandar market, dhaka uttara",1994,0,0,1
"sheffield ltd",1292,40000,"shirts, pants",142.5,"0",NA,23.69882,90.42201,"7 & 8, a.c. roy road, armanitola dhaka old dhaka",1992,0,0,1
"shezads ltd unit-il",2629,NA,"sweaters",180,"1",NA,24.0221867,90.304945,"telirchala, mouchak, gazipur kaliakoir",1998,0,0,1
"shezads ltd",1724,40000,"sweaters",440,"1","Kaliakair",24.0237631,90.3049135,"Telirchala, Mouchak,Kaliakoir,Gazipur",1994,0,0,1
"shifa apparels pvt ltd",1245,45000,"pants, shortalls, jackets",136.5,"0",NA,23.79671,90.35435,"misco super market, 4, darussalam road, section -1 dhaka mirpur",1992,0,0,1
"shikha garments ltd",1331,20000,"jackets, jogging suits, pants",97.5,"0",NA,23.82447,90.23398,"fatema complex, ford nagar, singair manikganj singair",1992,0,0,1
"shimrail apparels ltd",3082,30000,"fleece jackets, pants, jogging suits",100,"0",NA,23.70443,90.51043,"shimrail, narayanganj siddirganj",2000,0,0,1
"shimuliam international ltd",2959,60000,"t-shirts, skirts, long pants",159.5,"0","uttara",NA,NA,NA,1999,0,1,1
"shinest apparels",3143,10000,"shirts, jackets, polo shirts",224.47161340805,"0","Hazaribagh",23.7271117,90.3728309,"217/1, Beribadh,Mohammadpur,Dhaka",2000,0,0,1
"shinest garments ltd",1450,90000,"shirts, wind breakers, shorts",80,"0","Mohammadpur",23.7628804,90.3591633,"16-A/3, Ring Road,Mohammadpur,Dhaka",1993,0,0,1
"shireen apparels ltd",2877,36000,"jackets, dresses, pants",95,"0","Demra",23.711933,90.4903524,"Sarulia,Demra,Dhaka",1999,0,0,1
"shirin apparels ltd",2916,60000,"shirts, blouses, trousers",100,"0","Adabor",23.7734634,90.3608486,"1/1, Ring Road,Shamoli,Dhaka",1999,0,0,1
"shirts mine ltd",3116,120000,"shirts, blouses",180,"0","Kafrul",23.7962983,90.3874858,"Kafrul Tower,234/8 Kachukhet,Cantonment,Dhaka",2000,0,0,1
"shishir apparels ltd",1201,1e+05,"kids wears, night wears, duster",387.5,"0.5","Kafrul",23.7680716,90.3829807,"779/780, (New) Shewrapara,Begum Rokeya Sarani,Mirpur,Dhaka",1992,0,0,1
"shohag knitting ltd",1571,60000,"shirts, blouse, shorts",88,"0","Gazipur Sadar",23.9978139,90.367774,"Etahata,Gazipur Sadar,Gazipur",1993,0,0,1
"shomahar sweaters ltd",1582,70000,"sweaters",519.5,"1","Tejgaon Ind. Area",23.7712447,90.4018091,"317/A, Tejgaon I/A,Tejgaon,Dhaka",1993,0,0,1
"shoronika fashions wear indsltd",402,72000,"shirts, jackets, overalls",443.5,"0",NA,23.75592,90.39097,"32, airport road, 51, kazi nazrul islam avenue dhaka kawran bazar",1984,0,0,1
"shoronika garments ltd",36,48000,"shirts, jogging suits, pants",260,"0","Mohammadpur",23.7551885,90.3762128,"Mohammadia Super Market,4, Sobhanbagh,Mirpur Road,Dhaka",1985,0,0,1
"shovon silk and knitting mills pvt ltd",2313,5e+05,"t-shirts, polo shirts, trousers",275,"1",NA,23.6212,90.48445,"west masdair, narayanganj fatullah",1992,0,0,1
"shuva apparels ltd",2636,50000,"jackets, shortalls, shorts",105,"0","Mirpur",NA,NA,NA,1998,0,1,1
"sicily garments ltd",2667,60000,"jogging suits, jackets, pants",140.5,"0","Sabujbagh",23.7442005,90.4403711,"54/8, West Madartek,Jatrabari,Dhaka",1998,0,0,1
"siddique garments pvt ltd",1194,1560000,"shorts, t-shirts/polo shirts",250,"1","Savar",NA,NA,NA,1991,0,1,1
"sidko apparels ltd",2512,36000,"shirts",82,"0","Gulshan",23.7938154,90.4141297,"Plot # 36, Road # 46,Gulshan North C/A,Gulshan,Dhaka",1997,0,0,1
"sidko ltd garments division",181,72000,"shirts,ladies blouses, trousers,shorts",186,"0",NA,23.79382,90.41414,"plot # 36, road # 46, gulshan north c/a dhaka gulshan",1985,0,0,1
"sikam outwear ltd",2147,22000,"basic shirts, jackets, pants",100,"1","Tejgaon Ind. Area",23.7704102,90.4073114,"122, Tegaon I/A,Tejgaon,Dhaka",1995,0,0,1
"sikder apparel hosiery ltd",1591,3e+05,"t-shirts, polo shirts, kids items",446,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1993,0,0,1
"sikder apparel ltd",787,220000,"kids wears, t-shirts, polo shirts",189,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1990,0,0,1
"sikder creation ltd",2362,240000,"t-shirts, polo shirts, kids items",194.5,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1996,0,0,1
"sikder fashions wear ltd",2876,270000,"t-shirts, polo shirts, jackets",258,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1998,0,0,1
"silk route apparels ltd",3031,48000,"sweaters",294,"1",NA,23.90104,90.40882,"18, shalakchura, gazipur tongi",2000,0,0,1
"silver star apparels ltd",1537,36000,"jackets, night wear, pants",100,"0","rampura",NA,NA,NA,1992,0,1,1
"simco bangladesh ltd",543,72000,"skirts, pants, payjama sets",229.5,"0","Uttara",23.8680559,90.4001427,"43, Chalabon,Azampur,Uttara,Dhaka",1985,0,0,1
"simco dresses ltd",2972,144000,"payjama,sets, shorts, robe",305.119288313789,"0","Uttara",23.8680559,90.4001427,"43, Cholabon,Azimpur,Uttara,Dhaka",1999,0,0,1
"simco fashions ltd",1158,84000,"fashionwear, jackets, trousers",146,"0",NA,23.78007,90.3593,"24/ka, shahid minar road (1st & 2nd fl), kallyanpur dhaka mirpur",1992,0,0,1
"sincere export ltd",2498,2e+05,"t-shirts, polo shirts, tank tops",65,"1","Narayanganj Sadar",NA,NA,NA,1997,0,1,1
"sincere garments ltd",442,36000,"men's shirts, ladies shirts, pants",245,"0.5","Ramna",23.7493571,90.4089838,"62, Siddeshwari Circular Road,Mogbazar,Dhaka",1985,0,0,1
"sincere knitwears ltd",2999,825000,"t-shirts, polo shirts, sweat shirts",98,"1","Narayanganj Sadar",23.6237764,90.5000404,"41, B. Das Road,Narayanganj",1999,0,0,1
"singa-bangla garment mfgcopleltd",184,36000,"jackets, trousers, shorts",140,"0","Gulshan",NA,NA,NA,1986,0,1,1
"sinha apparels ltd",806,24000,"shirts, ladies shirts, children wears",49.5,"0.5","Mirpur",23.7966541,90.3536412,"Plot # 4, Darus Salam Road,Section # 1,Mirpur,Dhaka",1991,0,0,1
"sinha fabrics ltd",2525,138700,"cardigans",506,"1","Badda",23.8153616,90.4206646,"96/1/D, Pragati Sarani,Joarshahara, Kuril,Dhaka",1997,0,0,1
"sinha fashions ltd",1526,220000,"shirts, uniforms, trousers",452.5,"0.5","Savar",23.9003712,90.3272255,"Norsinghapur,Yarpur Union, Ashulia,Savar,Dhaka",1993,0,0,1
"sinha indsltd",3119,2e+05,"blouses, dresses, rompers",213,"0",NA,23.77705,90.41638,"na, dhaka",2000,0,0,1
"sinha wool wears ltd",2493,36300,"cardigans",276,"1","Badda",23.8153616,90.4206646,"96/1/D, Pragati Sarani,Joarshahara, Kuril,Dhaka",1997,0,0,1
"sinhan garments",2601,NA,"jackets, pants",59,"0","ramna",NA,NA,NA,1997,0,1,1
"siraj garments ltd",3135,NA,"NA",100,"0","Kafrul",23.8016692,90.3737507,"Plot # 11, Road # 8,Senpara Parbata, Section # 10,Mirpur,Dhaka",2000,0,0,1
"sisters apparel ltd",1759,80000,"shirts",147.5,"0","Darus Salam",23.7933229,90.3489601,"198/199, Mazar Road,2nd Colony,Mirpur,Dhaka",1994,0,0,1
"six-h garments ltd",2116,160000,"t-shirts, pant, polo shirts",193.5,"1","Gazipur Sadar",23.9010413,90.4088223,"Sena Kalayan Commercial Complex (5th Fl),Plot # 9, Block-F,Tongi,Gazipur",1995,0,0,1
"sk sweaters ltd",2681,45000,"sweaters",292,"1","Sreepur",24.1996574,90.4809098,"Beraider Chola,Sreepur,Gazipur",1998,0,0,1
"sks garments ltd",483,1e+05,"jackets, skirts",150,"0","Motijheel",23.7301626,90.4156869,"29, Toynbee Circular Road,Motijheel C/A,Motijheel,Dhaka",1985,0,0,1
"skyhawk apparels ltd",1308,60000,"jackets, jogging suit, pants",147,"0","Shah Ali",23.8015639,90.3489496,"21,22,24, Mazar Sharif Road,Sharafat Bhaban, Section # 1,Mirpur,Dhaka",1992,0,0,1
"skyline casual apparels ltd",2733,40000,"shirts, blouses, boy's shirts",104,"0","Savar",23.932711,90.2634519,"Palashbari,Ashulia,Savar,Dhaka",1998,0,0,1
"skyline garments ltd",1032,80000,"shirts, blouses, boy's shirts",243,"0","Savar",23.932711,90.2634519,"Palashban,Ashulia,Savar,Dhaka",1992,0,0,1
"sma bags ltd ",2376,125000,"children wears, pants, bags",201,"0","Savar",23.798635,90.2680347,"37, Hemayetpur,Savar,Dhaka",1996,0,0,1
"smart apparels pte ltd ",18,60000,"jackets, jogging suits, sweaters",578,"0.5",NA,23.90104,90.40882,"239, auchopara, gazipur tongi",1985,0,0,1
"smart dress ltd",860,30000,"sweaters",202,"1","Gazipur Sadar",23.9144896,90.3913172,"239, Auchpara,Tongi,Gazipur",1991,0,0,1
"smart fashions international ltd",59,30000,"sweaters",363,"1","Gazipur Sadar",23.9144896,90.3913172,"239, Auch Para,Tongi,Gazipur",1985,0,0,1
"smee apparels ltd",3009,520000,"jackets, pants",106,"0","Pallabi",23.813094,90.3616645,"Inds. Plot # 19, Road # 4,Section # 7, Pallabi,Mirpur,Dhaka",1999,0,0,1
"smooth apparels ltd",2704,NA,"shirts, jacket, trousers",105,"0",NA,23.81789,90.36424,"plot # m-4/3, section # 7 dhaka mirpur",1998,0,0,1
"snow-white garments ltd",91,60000,"shirts, pants, shorts, knit items",104,"1","Tejgaon",NA,NA,NA,1985,0,1,1
"sob apparels ltd",1804,30000,"shirts, blouses, skirts",45,"0","Gazipur Sadar",23.9999405,90.4202724,"Dakkhin Panishail,N.K. Link Road,Gazipur",1994,0,0,1
"soccer garments pvt ltd",1735,15000,"jackets, shorts, trousers",90,"0","Badda",NA,NA,NA,1993,0,1,1
"society garments industries ltd",46,1170000,"shirts, jackets, jogging suits",150,"0","Bangshal",23.7141164,90.4058468,"Nawab Yusuf Market,Bldg. # 5 (2nd Floor), Naya Bazar,Old Dhaka,Dhaka",1985,0,0,1
"softex cotton pvt ltdunit-2",3095,70000,"sweaters, pullover, cardigans",611.5,"1",NA,23.82929,90.36369,"1, harunabad, section # 12, pallabi dhaka mirpur",2000,0,0,1
"softex cotton pvt ltdu-1",1844,70000,"sweaters, pullover, cardigans",895,"1",NA,23.82929,90.36369,"1, harunabad, section # 12, pallabi dhaka mirpur",1994,0,0,1
"solar garments pvt ltd",601,20800,"jackets, pants, swim trunks",212.5,"0","Rampura",23.7577873,90.4178865,"66, Hazipara,D.I.T Road,Khilgaon,Dhaka",1985,0,0,1
"sonali garments ltd",541,120000,"shirts, shorts, polo shirts",300,"1","Tejgaon",NA,NA,NA,1988,0,1,1
"sonargaon garments pvt _tdu-2",1209,90000,"shirts, trousers, knit items",177.5,"0","Narayanganj Sadar",23.6206687,90.500397,"231/3, B.B Road,B.B. Road,Narayanganj",1992,0,0,1
"sonargaon garments ltd",185,50000,"woven, shirts, shorts",105,"0","Narayanganj Sadar",NA,NA,NA,1986,0,1,1
"south east fabrics ltd",2159,150000,"terry towels",144.5,"1","Mirzapur",24.099259,90.1612029,"Gorai,Mirjapur,Tangail",1995,0,0,1
"south garments ltd",192,1e+05,"jackets, trousers, shirts",135,"0","Gulshan",NA,NA,NA,1986,0,1,1
"southern apparels ltd",636,70000,"shirts, trousers, swimtrunks",170,"0.5","Tejgaon",NA,NA,NA,1988,0,1,1
"southern cross inti ltd",1584,1e+05,"windbreakers, trousers",162.5,"0",NA,23.79684,90.3504,"220, mazar road, secend colony, section # 1 dhaka mirpur",1993,0,0,1
"southern garments ltd",246,1e+05,"girls dress, pants, babies items",267,"1","Savar",23.9101983,90.3172039,"Zirabo,Ashulia,Savar,Dhaka",1984,0,0,1
"southern services ltd",1047,1e+05,"shirts, blouses, pants",255,"0","Uttara",23.8610259,90.3994735,"Plot # 6, Road # 2,Sector # 3,Uttara,Dhaka",1994,0,0,1
"space garments industry ltd",810,20000,"shirts, shorts, trousers",124.5,"0","Paltan",23.7309843,90.4111476,"64/64-A, Puran Paltan Lane,Paltan,Dhaka",1991,0,0,1
"sparrow apparels ltd",191,2e+05,"shirts, shorts, pants",725,"0","Pallabi",23.8253064,90.3724815,"142, Senanibas Raod,Section # 12,Mirpur,Dhaka",1985,0,0,1
"speedwell fashions ltd",2834,35000,"shirts, trousers. children wears",65.5,"0","Mirpur",23.8051301,90.364593,"Plot # M-4/2, Road # 7,Section # 7,Mirpur,Dhaka",1999,0,0,1
"speedwell ltd",620,80000,"shirts, blouse, infant wears",259,"0","Mirpur",23.8051301,90.364593,"Plot # M-4/2, Road # 7,Section # 7,Mirpur,Dhaka",1986,0,0,1
"spencer apparels ltd",1435,30000,"jackets, night wears, vests",73.5,"0.5","Mirpur",23.7914147,90.3751602,"771-776, Shawra Para,Begum Rokeya Sarani,Mirpur,Dhaka",1993,0,0,1
"spider fashions ltd",1386,48000,"sweaters, cardigans, pullovers",185,"1","Pallabi",23.8130934,90.361661,"Plot # 15-16, Road # 4,Section # 7, Mirpur I/A,Mirpur,Dhaka",1993,0,0,1
"sportex and apparels pvt ltd",249,25000,"shorts, jackets, jogging suita",120,"0","Narayanganj Sadar",23.6238237,90.5003323,"55/1, Nawab Sallimullah Road,Khaza Supper Market,Narayanganj",1985,0,0,1
"sportswear garments ltdu-3",3050,60000,"shirts, t-shirts, polo shirts",156,"0","Double Mooring",22.339003,91.8102843,"755, Askarabad,Mansurabad,D.T. Road,Chittagong",1992,0,0,1
"spotfame apparels ltd",1534,48000,"blouses, shorts, pajama sets",130,"0","Gazipur Sadar",23.9396182,90.4466991,"Chamudda,Pubail,Gazipur Sadar,Gazipur",1993,0,0,1
"sq sweaters ltd",1387,97500,"sweaters, cardigans, pullovers",857,"1","Mirpur",23.7914147,90.3751602,"888, Shewrapara,Rokeya Sarani,Mirpur,Dhaka",1993,0,0,1
"stage ii knittig apparel ltd",2870,NA,"NA",60,"1",NA,23.79277,90.34853,"holding # 220, plot # 26/1 (3rd & 4th fl), 2nd colony, mazar road, sec-1 dhaka mirpur",1999,0,0,1
"standard jeans ltd",3181,2e+05,"denim pants",232.619288313789,"0","Darus Salam",23.7933454,90.3487544,"198, Mazar Road (7th - 9th Floor),2nd Colony, Section # 1,Mirpur,Dhaka",2000,0,0,1
"standard stitches ltd gmtsunit",1913,60000,"jackets, overalls, jogging suits",205,"0",NA,23.9960813,90.3218558,"jarun, gazipur konabari",1994,0,0,1
"star fabrics ltd ",2683,250000,"t-shirts, shorts",263.5,"0.5","Narayanganj Sadar",NA,NA,NA,1998,0,1,1
"star garments pvt ltd",193,30000,"jackeats, pants, jogging suits",200,"0","Paltan",23.7318306,90.410319,"Sule Man Court 4th Floor,3/3-B Purana Polton,Paltan,Dhaka",1985,0,0,1
"starlight knitters ltd",3148,130000,"sweaters",267.619288313789,"1","Gazipur Sadar",23.953676,90.3779667,"Bada Kalmasher,K.B. Bazar,Gazipur",2000,0,0,1
"starlight knitwear ltdunit-2",3099,50000,"shirts, jackets, swimming trunks",137,"0",NA,23.7635,90.40368,"123, north begunbari, tejgaon i/a (4th floor) dhaka tejgaon",2000,0,0,1
"starlight knitwears ltd",854,60000,"shirts, jackets, swimming trunks",278,"0","New Market",23.7389683,90.3865698,"2/B, Elephent Road,Elephant Road,Dhaka",1991,0,0,1
"starlight sweaters ltd",2996,2e+05,"sweaters",392.619288313789,"1","Gazipur Sadar",23.953676,90.3779667,"Bada Kalmasher,K.B. Bazar,Board Bazar,Gazipur",1999,0,0,1
"start off design ltd",3218,NA,"NA",224.47161340805,"1","Narayanganj Sadar",23.6236752,90.4826032,"Plot # 1/23,BACIC Inds. Area,Fatullah,Narayanganj",2000,0,0,1
"stec fashions ltd",2753,70000,"jackets, pants, shirts",175,"0","Mohammadpur",23.7533817,90.3686317,"Ruhani Super Market, Plot # 2,Block - D, Section # 12,Mirpur,Dhaka",1998,0,0,1
"stefania garments pvt ltd",1406,24000,"trousers",177.5,"1","kotwali",NA,NA,NA,1992,0,1,1
"step two apparels ltd",1102,240000,"t-shirts, polo shirts, polar fleece",183.5,"0.5","Badda",23.7798106,90.4237121,"Lutfan Tower (6th Floor),E-13, Middle Badda,Badda,Dhaka",1992,0,0,1
"sterling apparels ltd",3206,2e+05,"pants, trousers, jeans",625,"0","Savar",23.9354653,90.3230807,"Baron, Earpur Union,Savar,Dhaka",2000,0,0,1
"sterling fashions wear ltd",1389,36000,"pants, trousers, shorts",197.5,"0",NA,23.75139,90.41357,"474, d.i.t road, dhaka malibagh",1993,0,0,1
"sterling garments ltd",434,36000,"pants, shorts, trousers",133.5,"0","Ramna",23.7512909,90.4137583,"474, D.I.T. Road,Malibagh,Dhaka",1985,0,0,1
"stitchwell designs ltd",1999,75000,"shirts, shorts, t-shirts",252.5,"0.5","Gulshan",23.777145,90.4160967,"430/1/A, Tejgaon I/A,Tejgaon,Dhaka",1995,0,0,1
"style and fashions garments ltd",1397,15000,"jackets, jogging suits, trousers",75,"0","Mirpur",NA,NA,NA,1992,0,1,1
"stylecraft ltd",35,550000,"shirts, ladies blouses, boy's shirts",829,"0","Gazipur Sadar",23.9814018,90.3913373,"1/1, East Chandana,Joydevpur,Gazipur",1985,0,0,1
"styline knitting inds pvt ltd",1027,60000,"t-shirts, polo shirts, skirts",79.5,"1","Gazipur Sadar",23.9504063,90.380132,"Plot # 702 (3rd & 4th Floor),Jhajar, National University,Board Bazar,Gazipur",1992,0,0,1
"stylo apparels industries ltd",206,72000,"shirts",240,"0.5","Mirpur",23.7960858,90.3520764,"78/A, South Bishil,Mirpur,Dhaka",1985,0,0,1
"stylo knitwear pvt ltd",1837,1e+05,"trousers, shorts, skirts",275,"0",NA,23.9999405,90.4202724,"nanduain # 2, koultia union, vowel, mirzapur gazipur joydevpur",1994,0,0,1
"suhcheon companybdltd",2997,156000,"sweaters",400,"1",NA,23.9909981,90.2561215,"south panishail (opposite of bksp), zirani bazar gazipur joydevpur",1999,0,0,1
"suman fashions garments ltd",307,140000,"trousers, skirts, shorts",350,"0",NA,23.74081,90.38978,"136, elephant road, ananta plaza (2nd floor) dhaka elephant road",1985,0,0,1
"summer and winter collections ltd",2921,252000,"jackets, pants",240,"0","Pallabi",23.8200584,90.3608207,"Plot # 27 (Holding # 1/A),Milk Vita Road, Section # 7,Mirpur,Dhaka",1999,0,0,1
"sun bird garments ind pvt ltd",398,75000,"shirts, ladies dresses, pants",173,"0","Dhanmondi",23.7392738,90.3753516,"42/A, Zigatola (Salek Garden),Dhanmondi,Dhaka",1985,0,0,1
"sun fashions wear indsltd",2893,83000,"blouses, trousers, t-shirts",232.119288313789,"0.5","Pallabi",23.8253064,90.3724815,"Safura Super Market,2, Harunabad, Section # 12,Mirpur,Dhaka",1999,0,0,1
"sun garments",496,50000,"jackets, pants, trousers",274,"0","Sutrapur",23.7037558,90.4129299,"7, Ahsanullah Road (4th Floor),Wiseghat, Islampur,Old Dhaka,Dhaka",1985,0,0,1
"sun international garments ltd",911,150000,"shirts, blouses, trousers",149,"0.5","Pallabi",NA,NA,NA,1989,0,1,1
"sun moon knit international",1428,30000,"shirts, blouses, trousers",50,"0","Mirpur",23.7912893,90.3569825,"266/3, Hazi Wasir Khan Road,Ahmed Nagar Paikpara,Mirpur,Dhaka",1993,0,0,1
"sundarban garments",196,96000,"shirts, ladies shirts, shorts",196,"0","Motijheel",23.7336922,90.4260691,"13/A Mayakamau,P.O. Bashaboo,Kamalapur,Dhaka",1983,0,0,1
"sung jinbd ltd ",2306,260000,"hats & caps",142,"0","Pallabi",23.8253064,90.3724815,"Sultan Mansion,3, Sujat Nagar, Section # 12,Mirpur,Dhaka",1996,0,0,1
"sung kwang sweaters ltd",2844,NA,"sweaters",100,"1",NA,23.9999405,90.4202724,"ibrahim tower, plot # 313-315, chandona wareless gate gazipur chondona",1998,0,0,1
"sunjari garments pvt ltd",1658,50000,"shirts, jackets/wind breaker, jogging suits",95,"0","Mohammadpur",NA,NA,NA,1993,0,1,1
"sunlit fashions ltd",2656,36000,"jackets, swim trunks,trousers",115,"0","Tejgaon Ind. Area",23.7759136,90.3985649,"50, Shahid Tajuddin Ahmed Sarani,Rasulbagh,Mohakhali,Dhaka",1998,0,0,1
"sunmoon apparels ltd",829,60000,"shirts, blouses, children wears",180,"0","Rampura",23.7525262,90.4165804,"26, Malibagh Chowdhury Para,Malibagh,Dhaka",1991,0,0,1
"sunmoon knit fashions ltd",2108,1200000,"knitted garments",61,"0","Rampura",NA,NA,NA,1995,0,1,1
"sun-seeds apparel ltd",1957,60000,"shirts, jackets, swimming trunks",281,"0","Kafrul",23.8116982,90.3926237,"60/Ka, Zoarshara Bazar,Cantonment,Dhaka",1994,0,0,1
"sunshine apparels ltd",1810,60000,"shirts, dresses, knitted garments",124,"0","Pallabi",23.8278926,90.364829,"House # 27, Road # 8,Block # A, Section # 12,Mirpur,Dhaka",1994,0,0,1
"sunstar apparels pvt ltd",2845,90000,"shirts, blouses, overalls",64,"0","Tejgaon Ind. Area",23.7749259,90.3980577,"Ka-19, Rasulbagh,Mohakhali,Dhaka",1998,0,0,1
"sunsuie apparels pvt ltd",914,10000,"t-shirts, polo shirts",70,"1","Pallabi",23.8278926,90.364829,"House # 27, Road # 8,Block # A, Section # 12,Mirpur,Dhaka",1991,0,0,1
"suntex fashions bdltd",1505,48000,"jackets, pants, swimming trunks",140,"0","pallabi",NA,NA,NA,1992,0,1,1
"supasox ltd",2149,353898,"socks mlc",165,"1","Savar",23.9563608,90.2831353,"Ganak Bari,Savar,Dhaka",1995,0,0,1
"super deluxe garments ltd",734,40000,"NA",60,"0.5","Pallabi",NA,NA,NA,1988,0,1,1
"super shine fashions ltd",2864,120000,"knit garments, night wars",48,"0.5","Narayanganj Sadar",23.6231298,90.4906922,"58, Shanti Dhara,DN Link Road,Fatullah,Narayangonj",1998,0,0,1
"superman garments ltd",817,118000,"jackets, jogging suit, trousers",148,"0","New Market",23.7388951,90.3865727,"92, New Elephant Road,(6th floor),Elephant Road,Dhaka",1991,0,0,1
"supertex apparels ltd",3105,60000,"wind breakers, overalls, pants",185,"0","Biman Bandar",23.8514835,90.4177382,"Dhakhin Khan Road,Uttara,Dhaka",2000,0,0,1
"supertex merchandising coltd",2659,90000,"infants wears, trousers, overalls",630.5,"0",NA,23.85149,90.41756,"dhakhin khan road, gawire dhaka uttara",1998,0,0,1
"supreme apparels ltd",1083,60000,"shirts, jackets, trousers",163,"0","Paltan",23.7392102,90.4153,"54, Shantinagar,Shantinagar,Dhaka",1992,0,0,1
"supreme fashions wear ltd",731,30000,"jackets, pants, pajama",128.5,"0","Tejgaon",23.759815,90.3913172,"72, East Testory Bazar,Tejgaon,Dhaka",1989,0,0,1
"suravee garments ltd",250,75000,"shirts, ladies items",225,"0","Mirpur",23.7942336,90.3531953,"2-C, Darussalam Road,Mirpur,Dhaka",1985,0,0,1
"surma apparels ltd",1801,70000,"shortalls, pants, overalls",201.619288313789,"0","Mirpur",23.7967081,90.3543527,"Misco Super Market,4, Darussalam Road, Section -1,Mirpur,Dhaka",1994,0,0,1
"surma garments ltd",2738,22500,"t-shirts, polo shirts",220,"1","Savar",23.8480507,90.2609341,"Aicha, Noadda,Rajashan Road,Savar,Dhaka",1998,0,0,1
"swan garments pvt ltd",587,240000,"trousers, shorts, jackets",754.5,"0","Dakshinkhan",23.8599092,90.4093329,"258, Mollartek,Uttara,Dhaka",1986,0,0,1
"swapan garments ltd",255,16200,"jackets, pants, jogging suits",174,"0","uttara",NA,NA,NA,1986,0,1,1
"sweater apparels ltd",2979,40000,"sweaters",152.619288313789,"1",NA,24.015632,90.4469497,"harinchala, konabari gazipur joydevpur",1999,0,0,1
"sweater farms ltd",2868,360000,"sweaters",294.5,"1","Rampura",NA,NA,NA,1999,0,1,1
"sweater fashions ltd",1807,72000,"sweaters",400,"1","Gazipur Sadar",23.9999405,90.4202724,"Harinchala,Konabari,Joydevpur,Gazipur",1994,0,0,1
"sweater manufacturing coltd",2933,75000,"sweaters, pullovers, cardigans",613,"1",NA,23.81033,90.41252,"10, ganda, dhaka savar",1998,0,0,1
"sweaters boutique ltd ",2471,90000,"sweaters, cardigans, pullovers",992,"1",NA,24.407929,90.3866074,"mamarishpur, mallikpur, mymensingh valuka",1997,0,0,1
"sydney fashions ltd",1685,84000,"sweaters, pullovers, cardigans",825.5,"1","Gazipur Sadar",23.9999405,90.4202724,"Morium Complex Chowdhury Bari,Vigra,Gazipur",1993,0,0,1
"syed apparels ltd",1490,30000,"shirts, jackets, shorts",108,"0.5","Sher-e-bangla Nagar",NA,NA,NA,1992,0,1,1
"th fashions ",1622,35000,"shirts, jackets, jogging suits",105,"0.5","Kalabagan",23.7481669,90.3898339,"45 Free School street (1st floor),Hatirpul,Kawran Bazar,Dhaka",1997,0,0,1
